0	1086.054
1	1085.995
2	1086.039
3	1085.746
4	1085.995
5	1085.805
6	1086.698
7	1086.391
8	1086.273
9	1086.464
10	1085.966
11	1085.951
12	1085.233
13	1085.907
14	1085.966
15	1085.57
16	1086.742
17	1086.479
18	1086.215
19	1085.863
20	1086.332
21	1085.673
22	1085.629
23	1085.966
24	1085.424
25	1085.849
26	1085.233
27	1085.424
28	1085.35
29	1085.702
30	1085.951
31	1085.409
32	1085.204
33	1085.35
34	1085.219
35	1085.263
36	1085.482
37	1085.014
38	1085.087
39	1085.087
40	1084.896
41	1085.248
42	1084.735
43	1084.823
44	1085.145
45	1085.248
46	1085.336
47	1085.072
48	1085.365
49	1085.145
50	1085.072
51	1085.424
52	1085.394
53	1085.556
54	1085.556
55	1085.409
56	1084.896
57	1084.618
58	1084.545
59	1085.233
60	1085.248
61	1084.867
62	1085.043
63	1084.779
64	1084.765
65	1084.442
66	1085.072
67	1084.413
68	1084.691
69	1084.105
70	1084.413
71	1084.266
72	1084.135
73	1084.281
74	1084.354
75	1084.325
76	1084.266
77	1084.75
78	1084.838
79	1085.394
80	1084.896
81	1085.394
82	1085.409
83	1084.882
84	1084.75
85	1085.219
86	1084.896
87	1084.721
88	1084.823
89	1084.838
90	1084.706
91	1084.75
92	1085.028
93	1084.765
94	1084.911
95	1085.043
96	1085.175
97	1085.204
98	1085.189
99	1084.779
100	1084.735
101	1084.808
102	1085.101
103	1085.116
104	1084.926
105	1084.852
106	1085.101
107	1085.233
108	1085.131
109	1085.336
110	1085.219
111	1085.248
112	1084.97
113	1085.233
114	1085.189
115	1085.175
116	1085.087
117	1084.501
118	1085.277
119	1084.984
120	1084.852
121	1084.721
122	1084.384
123	1084.677
124	1084.808
125	1084.896
126	1085.599
127	1085.482
128	1085.307
129	1085.101
130	1084.486
131	1084.706
132	1084.559
133	1084.808
134	1084.926
135	1084.735
136	1084.808
137	1084.926
138	1084.428
139	1084.559
140	1084.237
141	1084.911
142	1084.413
143	1084.428
144	1085.409
145	1085.057
146	1085.35
147	1085.35
148	1085.57
149	1085.336
150	1085.687
151	1085.805
152	1085.556
153	1085.849
154	1085.101
155	1085.497
156	1085.219
157	1085.292
158	1084.589
159	1084.97
160	1085.057
161	1085.072
162	1085.131
163	1085.043
164	1084.589
165	1085.233
166	1084.735
167	1084.647
168	1084.867
169	1084.384
170	1083.842
171	1084.384
172	1083.827
173	1084.105
174	1084.105
175	1083.695
176	1083.93
177	1084.047
178	1083.329
179	1083.432
180	1083.3
181	1083.168
182	1083.505
183	1083.446
184	1083.754
185	1083.139
186	1083.226
187	1082.89
188	1082.641
189	1083.27
190	1083.519
191	1083.974
192	1084.135
193	1083.974
194	1084.164
195	1083.446
196	1084.354
197	1083.651
198	1083.49
199	1083.549
200	1083.71
201	1083.256
202	1083.402
203	1083.388
204	1083.373
205	1083.095
206	1083.637
207	1083.974
208	1083.622
209	1083.27
210	1083.402
211	1083.358
212	1083.812
213	1083.578
214	1083.402
215	1083.402
216	1083.886
217	1083.241
218	1084.252
219	1083.959
220	1083.578
221	1083.651
222	1083.402
223	1083.783
224	1083.666
225	1083.827
226	1083.168
227	1083.329
228	1083.153
229	1083.446
230	1083.358
231	1083.432
232	1083.344
233	1083.549
234	1083.563
235	1083.417
236	1083.388
237	1083.432
238	1083.475
239	1083.607
240	1083.563
241	1083.417
242	1083.241
243	1083.373
244	1083.754
245	1083.959
246	1083.724
247	1083.49
248	1083.051
249	1083.095
250	1083.768
251	1083.812
252	1083.373
253	1083.505
254	1083.461
255	1084.076
256	1083.871
257	1083.475
258	1083.871
259	1083.358
260	1083.285
261	1083.519
262	1083.607
263	1084.032
264	1083.724
265	1083.578
266	1083.519
267	1083.519
268	1083.505
269	1083.959
270	1083.212
271	1083.432
272	1083.593
273	1083.49
274	1083.358
275	1083.388
276	1083.168
277	1083.358
278	1083.695
279	1083.724
280	1084.076
281	1084.633
282	1084.428
283	1084.53
284	1085.057
285	1084.808
286	1084.501
287	1084.369
288	1084.208
289	1084.765
290	1083.988
291	1084.281
292	1084.149
293	1083.754
294	1083.446
295	1083.651
296	1083.637
297	1083.519
298	1083.036
299	1083.139
300	1083.182
301	1082.699
302	1082.391
303	1082.084
304	1081.923
305	1081.776
306	1082.26
307	1082.274
308	1082.055
309	1082.025
310	1081.981
311	1081.644
312	1081.908
313	1082.172
314	1082.055
315	1081.849
316	1082.069
317	1081.893
318	1082.333
319	1082.391
320	1082.582
321	1082.465
322	1082.26
323	1082.816
324	1082.435
325	1082.465
326	1082.348
327	1082.113
328	1082.04
329	1082.055
330	1082.274
331	1081.981
332	1082.069
333	1081.893
334	1082.113
335	1082.289
336	1081.849
337	1081.688
338	1081.996
339	1081.732
340	1082.084
341	1081.849
342	1081.82
343	1082.201
